date,open,high,low,adjClose,value,volume,count,close,jdate
2020-01-05,26768.0,26768.0,26500.0,26767.0,13890871056,518961,116,26768.0,1398-10-15
2020-01-07,27302.0,27302.0,26232.0,27083.0,36123875770,1333816,328,26232.0,1398-10-17
2020-01-08,26542.0,26542.0,26542.0,26542.0,330315190,12445,27,26542.0,1398-10-18
2020-01-11,27072.0,27072.0,26013.0,27071.0,62723756926,2317010,245,27072.0,1398-10-21
2020-01-12,27612.0,27612.0,27612.0,27612.0,41105017980,1488665,138,27612.0,1398-10-22
2020-01-13,28164.0,28164.0,28164.0,28164.0,5679214272,201648,23,28164.0,1398-10-23
2020-01-14,29290.0,29290.0,28800.0,29288.0,20421878015,697272,161,29290.0,1398-10-24
2020-01-15,29860.0,29860.0,28750.0,29504.0,23547682956,798111,458,29800.0,1398-10-25
2020-01-28,29999.0,30598.0,29999.0,30542.0,44774630120,1466010,224,30598.0,1398-11-08
2020-02-01,31152.0,31152.0,31152.0,31152.0,23201386560,744780,294,31152.0,1398-11-12
2020-02-02,31775.0,31775.0,31775.0,31775.0,7392898600,232664,28,31775.0,1398-11-13
2020-02-03,32410.0,32410.0,32399.0,32410.0,37278110817,1150208,222,32410.0,1398-11-14
2020-02-04,33706.0,33706.0,33650.0,33706.0,41772963297,1239335,195,33706.0,1398-11-15
2020-02-05,34380.0,34380.0,34380.0,34380.0,3544990560,103112,29,34380.0,1398-11-16
2020-02-08,35067.0,35067.0,35067.0,35067.0,7394718558,210874,67,35067.0,1398-11-19
2020-02-09,35768.0,35768.0,35768.0,35768.0,3794233672,106079,21,35768.0,1398-11-20
2020-02-10,37198.0,37198.0,37197.0,37198.0,37383393832,1004984,181,37198.0,1398-11-21
2020-02-12,37941.0,37941.0,37198.0,37934.0,44074924415,1161891,228,37941.0,1398-11-23
2020-02-15,38692.0,38692.0,38692.0,38692.0,2115949404,54687,14,38692.0,1398-11-26
2020-02-16,39465.0,39465.0,39465.0,39465.0,2028816720,51408,13,39465.0,1398-11-27
2020-02-17,41043.0,41043.0,41043.0,41043.0,617081505,15035,13,41043.0,1398-11-28
2020-02-18,41863.0,41863.0,41863.0,41863.0,429891147,10269,14,41863.0,1398-11-29
2020-02-19,42700.0,42700.0,42700.0,42700.0,1832726700,42921,23,42700.0,1398-11-30
2020-02-22,43554.0,43554.0,43554.0,43554.0,4890112458,112277,36,43554.0,1398-12-03
2020-02-23,45296.0,45296.0,45296.0,45296.0,9748016272,215207,51,45296.0,1398-12-04
2020-02-24,46201.0,46201.0,46201.0,46201.0,10191155183,220583,37,46201.0,1398-12-05
2020-02-25,47125.0,47125.0,47125.0,47125.0,6235721375,132323,16,47125.0,1398-12-06
2020-02-26,48067.0,48067.0,48067.0,48067.0,6579555161,136883,23,48067.0,1398-12-07
2020-02-29,48067.0,49989.0,48067.0,49846.0,68466735996,1373576,362,49989.0,1398-12-10
2020-03-01,50842.0,50842.0,48850.0,50717.0,29090047376,573580,293,50842.0,1398-12-11
2020-03-02,51731.0,51731.0,51000.0,51715.0,32865724715,635511,215,51731.0,1398-12-12
2020-03-03,52749.0,52749.0,52749.0,52739.0,10865608263,205987,34,52749.0,1398-12-13
2020-03-04,54848.0,54848.0,54848.0,54848.0,11936515392,217629,46,54848.0,1398-12-14
2020-03-07,55944.0,55944.0,55944.0,55944.0,16291787904,291216,142,55944.0,1398-12-17
2020-03-09,57062.0,57062.0,54826.0,57003.0,25113435443,440566,366,57062.0,1398-12-19
2020-03-10,58143.0,58143.0,55900.0,58135.0,26420923008,454473,200,58143.0,1398-12-20
2020-03-11,60460.0,60460.0,60460.0,60460.0,18740060680,309958,134,60460.0,1398-12-21
2020-03-14,61669.0,61669.0,59251.0,59595.0,64033402875,1074481,658,59251.0,1398-12-24
2020-03-15,58404.0,60500.0,58404.0,59084.0,24408989441,413120,234,58404.0,1398-12-25
2020-03-16,57903.0,60250.0,57903.0,59090.0,64817002806,1096927,434,60219.0,1398-12-26
2020-04-12,71999.0,73438.0,70560.0,71635.0,70082792549,978331,652,70560.0,1399-01-24
2020-04-13,73067.0,73067.0,70203.0,72140.0,36843140513,510720,324,73067.0,1399-01-25
2020-04-14,73582.0,73582.0,73582.0,73582.0,12470162286,169473,162,73582.0,1399-01-26
2020-04-15,75053.0,75053.0,75053.0,75053.0,12761561802,170034,160,75053.0,1399-01-27
2020-04-18,78055.0,78055.0,76556.0,78055.0,26993223165,345825,177,78055.0,1399-01-30
2020-04-19,79616.0,79616.0,78801.0,79601.0,37167379369,466923,308,79616.0,1399-01-31
2020-04-20,81193.0,81193.0,81193.0,81193.0,16507673602,203314,120,81193.0,1399-02-01
2020-04-21,82816.0,82816.0,82816.0,82816.0,26114948992,315337,101,82816.0,1399-02-02
2020-04-22,84472.0,84472.0,84149.0,84472.0,21001835519,248626,112,84472.0,1399-02-03
2020-04-25,87850.0,87850.0,87850.0,87850.0,19416958400,221024,123,87850.0,1399-02-06
2020-04-26,89607.0,89607.0,89607.0,89607.0,14121883986,157598,90,89607.0,1399-02-07
2020-04-27,91399.0,91399.0,87815.0,91332.0,62360842714,682796,461,90800.0,1399-02-08
2020-04-28,91399.0,93156.0,89506.0,91222.0,114898573979,1259542,936,91100.0,1399-02-09
2020-04-29,93017.0,93017.0,89398.0,90492.0,77693037612,858560,1439,89402.0,1399-02-10
2020-05-02,91900.0,92301.0,90157.0,92053.0,137845809863,1497464,2215,92301.0,1399-02-13
2020-05-03,93800.0,93800.0,90212.0,91498.0,131892068741,1441474,2705,90212.0,1399-02-14
2020-05-04,89669.0,89669.0,89669.0,89669.0,21013661143,234347,335,89669.0,1399-02-15
2020-05-05,87876.0,87876.0,87876.0,89098.0,3090598920,35170,86,87876.0,1399-02-16
2020-05-06,87317.0,87317.0,87317.0,87317.0,34929943412,400036,310,87317.0,1399-02-17
2020-05-09,83825.0,88500.0,83825.0,85096.0,177133466781,2081582,2255,87200.0,1399-02-20
2020-05-10,86797.0,86797.0,83395.0,86492.0,54118941204,625707,890,85800.0,1399-02-21
2020-05-11,86490.0,86490.0,84763.0,84773.0,17833161896,210364,245,84763.0,1399-02-22
2020-05-12,83078.0,83078.0,83078.0,84394.0,2128707594,25623,57,83078.0,1399-02-23
2020-05-13,82707.0,82707.0,82707.0,83199.0,6710018910,81130,97,82707.0,1399-02-24
2020-05-16,79872.0,79872.0,79872.0,82305.0,2580185088,32304,64,79872.0,1399-02-27
2020-05-17,80659.0,80659.0,80659.0,81821.0,2851698945,35355,46,80659.0,1399-02-28
2020-05-18,80185.0,80185.0,80185.0,80185.0,13161084790,164134,118,80185.0,1399-02-29
2020-05-19,78582.0,80186.0,78582.0,78638.0,59805831595,760525,788,78582.0,1399-02-30
2020-05-20,75494.0,81783.0,75493.0,77956.0,49954932947,640806,839,81783.0,1399-02-31
2020-05-23,79515.0,79515.0,79515.0,78786.0,5429920320,68288,93,79515.0,1399-03-03
2020-05-26,80361.0,80361.0,77211.0,79829.0,34401728252,430941,381,77211.0,1399-03-06
2020-05-27,78233.0,81425.0,78233.0,79416.0,21411342172,269609,453,80000.0,1399-03-07
2020-05-30,81004.0,81004.0,79416.0,80562.0,23926728560,296999,496,80940.0,1399-03-10
2020-05-31,80948.0,81000.0,78951.0,79238.0,21517354254,271554,287,78951.0,1399-03-11
2020-06-01,77660.0,79200.0,77654.0,77740.0,9618295879,123766,243,77654.0,1399-03-12
2020-06-02,76200.0,79244.0,76200.0,77739.0,52076023390,669880,889,79180.0,1399-03-13
2020-06-06,79280.0,79293.0,76206.0,79133.0,94173454676,1190060,1255,79293.0,1399-03-17
2020-06-07,81510.0,83140.0,81510.0,82437.0,18463349200,223968,188,83140.0,1399-03-18
2020-06-08,84085.0,84085.0,82000.0,84010.0,76158328522,906540,1197,84003.0,1399-03-19
2020-06-09,85690.0,85690.0,83000.0,85128.0,37606150948,441760,751,84700.0,1399-03-20
2020-06-14,85000.0,86000.0,83426.0,84279.0,36449451376,432483,669,84106.0,1399-03-25
2020-06-15,85964.0,85964.0,85000.0,85954.0,106665835251,1240965,1260,85964.0,1399-03-26
2020-06-16,87673.0,87673.0,87500.0,87670.0,115517372074,1317634,1018,87673.0,1399-03-27
2020-06-20,89423.0,89423.0,86050.0,87971.0,75389624793,856981,1178,89210.0,1399-03-31
2020-06-21,89000.0,89000.0,86212.0,86539.0,70500776750,814667,1258,86212.0,1399-04-01
2020-06-22,87000.0,88250.0,84809.0,86334.0,78505280019,909322,1493,88198.0,1399-04-02
2020-06-23,88060.0,88060.0,88060.0,88060.0,20991742800,238380,492,88060.0,1399-04-03
2020-06-24,86299.0,89821.0,86299.0,88247.0,48159230386,545733,744,88500.0,1399-04-04
2020-06-27,90011.0,90011.0,88500.0,89979.0,41567073948,461962,608,90011.0,1399-04-07
2020-06-28,91000.0,91700.0,88180.0,88630.0,39020965361,440269,495,88180.0,1399-04-08
2020-06-29,86858.0,86858.0,86858.0,86858.0,13786796624,158728,154,86858.0,1399-04-09
2020-06-30,85121.0,88595.0,85121.0,86675.0,131908425375,1521876,1711,88221.0,1399-04-10
2020-07-01,88240.0,88240.0,84942.0,85883.0,83804886675,975801,1012,84942.0,1399-04-11
2020-07-04,84168.0,85492.0,84166.0,84233.0,18400425915,218448,368,84166.0,1399-04-14
2020-07-05,82549.0,85917.0,82549.0,83998.0,70006859785,833433,1000,85020.0,1399-04-15
2020-07-06,82320.0,85675.0,82320.0,84662.0,59548209066,703363,1033,85590.0,1399-04-16
2020-07-07,84500.0,84500.0,82969.0,83151.0,53792306819,646924,747,82969.0,1399-04-17
2020-07-08,81488.0,84814.0,81488.0,84121.0,87987775724,1045963,846,84000.0,1399-04-18
2020-07-11,82439.0,84000.0,82439.0,82576.0,24836149553,300767,428,83940.0,1399-04-21
2020-07-12,84000.0,84227.0,81006.0,84162.0,46018455698,546783,615,84227.0,1399-04-22
2020-07-13,85845.0,85845.0,84000.0,85793.0,14901869501,173695,330,85845.0,1399-04-23
2020-07-14,87508.0,87508.0,87508.0,87048.0,7613196000,87000,184,87508.0,1399-04-24
2020-07-15,90529.0,90529.0,90500.0,90529.0,211768958018,2339242,1081,90529.0,1399-04-25
2020-07-18,92339.0,92339.0,92339.0,92339.0,120509689781,1305079,216,92339.0,1399-04-28
2020-07-19,94185.0,94185.0,94185.0,94185.0,56677048155,601763,154,94185.0,1399-04-29
2020-07-20,96068.0,96068.0,96068.0,96068.0,14550747484,151463,126,96068.0,1399-04-30
2020-07-21,99910.0,99910.0,99910.0,99910.0,19396827130,194143,148,99910.0,1399-04-31
2020-07-22,101908.0,101908.0,101908.0,101908.0,32737537368,321246,229,101908.0,1399-05-01
2020-07-25,103946.0,103946.0,99870.0,102228.0,205114980906,2006441,1918,103590.0,1399-05-04
2020-07-26,103585.0,103890.0,100184.0,100419.0,40193772075,400260,471,100184.0,1399-05-05
2020-07-27,98411.0,98411.0,98411.0,98535.0,9058437317,92047,103,98411.0,1399-05-06
2020-08-02,97000.0,97000.0,97000.0,97571.0,6184817000,63761,32,97000.0,1399-05-12
2020-08-04,95620.0,95620.0,95620.0,97150.0,2095321060,21913,48,95620.0,1399-05-14
2020-08-05,95207.0,95207.0,95207.0,96586.0,2805750290,29470,39,95207.0,1399-05-15
2020-08-09,94655.0,98517.0,94655.0,95890.0,226896457232,2366222,1550,98517.0,1399-05-19
2020-08-10,97807.0,97807.0,93973.0,96008.0,88562706409,922450,799,94937.0,1399-05-20
2020-08-11,94088.0,97928.0,94088.0,97701.0,111473938673,1140965,562,97928.0,1399-05-21
2020-08-12,99650.0,99653.0,95747.0,96883.0,63293990149,653304,368,95747.0,1399-05-22
2020-08-15,94946.0,94946.0,94946.0,96291.0,2993457488,31528,49,94946.0,1399-05-25
2020-08-16,94366.0,94366.0,94366.0,96164.0,640178944,6784,23,94366.0,1399-05-26
2020-08-17,92318.0,92320.0,92318.0,92318.0,15768010018,170801,160,92318.0,1399-05-27
2020-08-18,90500.0,93000.0,90472.0,90529.0,35905507253,396619,141,90472.0,1399-05-28
2020-08-19,88719.0,88719.0,88719.0,90057.0,2387694447,26913,26,88719.0,1399-05-29
2020-08-22,88256.0,88258.0,88256.0,88256.0,66289169966,751101,213,88256.0,1399-06-01
2020-08-23,84726.0,88000.0,84726.0,84727.0,36243373393,427766,140,84726.0,1399-06-02
2020-08-24,83033.0,83033.0,83033.0,84107.0,3377118176,40672,14,83033.0,1399-06-03
2020-08-25,82425.0,82425.0,82425.0,83684.0,2302542375,27935,41,82425.0,1399-06-04
2020-08-26,82011.0,82012.0,82011.0,82011.0,24391137605,297413,222,82012.0,1399-06-05
2020-08-31,80371.0,80371.0,80371.0,81224.0,4703230549,58519,67,80371.0,1399-06-10
2020-09-01,79600.0,79600.0,79600.0,81152.0,429919600,5401,6,79600.0,1399-06-11
2020-09-02,79529.0,79529.0,79529.0,81148.0,23858700,300,3,79529.0,1399-06-12
2020-09-05,77903.0,77903.0,77903.0,80994.0,456823192,5864,12,77903.0,1399-06-15
2020-09-06,79375.0,79375.0,79375.0,80973.0,124777500,1572,9,79375.0,1399-06-16
2020-09-07,79354.0,79354.0,79354.0,80949.0,145852652,1838,5,79354.0,1399-06-17
2020-09-08,79331.0,79331.0,79331.0,80851.0,593475211,7481,14,79331.0,1399-06-18
2020-09-13,79234.0,79234.0,79234.0,80850.0,5467146,69,1,79234.0,1399-06-23
2020-09-14,79233.0,81398.0,79233.0,79258.0,126826912189,1600177,345,79233.0,1399-06-24
2020-09-15,77673.0,80843.0,77673.0,78539.0,82445670877,1049736,512,77675.0,1399-06-25
2020-09-16,77000.0,78510.0,76969.0,76981.0,65514437311,851045,270,78420.0,1399-06-26
2020-09-19,75442.0,76981.0,75442.0,75449.0,35106591620,465301,178,75442.0,1399-06-29
2020-09-20,73941.0,76957.0,73941.0,74546.0,69633684039,934103,301,76957.0,1399-06-30
2020-09-21,76036.0,76036.0,76036.0,75637.0,7230719456,95096,134,76036.0,1399-06-31
2020-09-22,77149.0,77149.0,77149.0,76445.0,5354294898,69402,53,77149.0,1399-07-01
2021-01-16,77633.0,77633.0,74589.0,76539.0,7637539643,99609,97,74589.0,1399-10-27
2021-01-19,75009.0,75009.0,75009.0,75922.0,3973001703,52967,19,75009.0,1399-10-30
2021-01-20,72886.0,72886.0,72886.0,74205.0,5415940002,74307,34,72886.0,1399-11-01
2021-01-23,72721.0,72721.0,72721.0,74008.0,1303887530,17930,17,72721.0,1399-11-04
